sir_id,event_signature,source_rows_in_signature,min_report_date,max_report_date,source_files
11153/2023,"2024-07-19||2023-03-15||Albania, Greece||Greek-Albanian border area, near a detention center, small wooden bridge and monastery||land||||||||1",1,2024-07-19,2024-07-19,pdfs/sirs-pad-2024-00396/sirs-pad-2024-00396.pdf
11198/2020,"2020-05-06||2020-05-06||Greece (Evros)||Evros, Greece||land||1||0||0||0",1,2020-05-06,2020-05-06,pdfs/pad-2020-00217/Doc_14.pdf
11198/2020,"2020-05-06||2020-05-06||Greece||Evros, Greece||land||1||0||0||0",2,2020-05-06,2020-05-06,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf | pdfs/pad-2020-00167/SIR_Part_2.pdf
11198/2020,"2020-05-06||2020-05-06||Greece||Soufli, Evros, Greece||land||1||0||0||0",1,2020-05-06,2020-05-06,pdfs/pad-2020-00162/FOA_LAND_2020_SirExport.pdf
11199/2020,"2020-05-06||2020-05-06||Greece||Shooting incidents in Evros, Greece, involving Turkish patrol boats.||mixed||0||0||0||0",1,2020-05-06,2020-05-06,pdfs/pad-2020-00217/Doc_8.pdf
11199/2020,"2020-05-06||2020-05-06||Greece (Evros)||Evros, Greece (border area)||land||0||0||0||0",1,2020-05-06,2020-05-06,pdfs/pad-2020-00217/Doc_14.pdf
11199/2020,"2020-05-06||2020-05-06||Greece||Evros, Greece (specific location redacted)||mixed||0||0||0||0",1,2020-05-06,2020-05-06,pdfs/pad-2020-00078/SirExportSIR_1130_and_113_Releasable.pdf
11199/2020,"2020-05-06||2020-05-06||Greece||Evros, Greece||land||0||0||0||0",3,2020-05-06,2020-05-06,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf | pdfs/pad-2020-00162/FOA_LAND_2020_SirExport.pdf | pdfs/pad-2020-00167/SIR_Part_2.pdf
11203/2022,"2023-07-28||2022-09-15||Samos Island, Greece, Aegean Sea||Near Samos Island, Greece||sea||||||||3",1,2023-07-28,2023-07-28,pdfs/pad-2025-00367/11203_2022.pdf
11210/2024,2024-03-24||2024-03-23||||||unknown||0||0||0||0,1,2024-03-24,2024-03-24,pdfs/pad-2024-00368/SIR_11210_2024.pdf
11212/2021,"2021-04-09||2021-04-08||Bulgaria||Plovdiv, Bulgaria||land||0||0||0||0",1,2021-04-09,2021-04-09,pdfs/pad-2022-00465/Documents01.pdf
11231/2022,||2022-03-20||Belarus-Lithuania border||Border between Belarus and Lithuania||land||||||||4,1,,,pdfs/pad-2025-00371/11231_2022.pdf
11239/2020,"2020-05-12||2020-05-10||Greece||Molyvos, Lesvos, Greece||facility||||1||||0",1,2020-05-12,2020-05-12,pdfs/pad-2020-00162/POSEIDON_2020_SirExport.pdf
11239/2020,2020-05-12||2020-05-10||Greece||On board a vessel in Greece||sea||0||1||0||0,1,2020-05-12,2020-05-12,pdfs/pad-2020-00175-documents/PAD-2020-00175-documents.pdf
11239/2020,2020-05-12||2020-05-10||Greece||Greece||sea||0||1||0||0,1,2020-05-12,2020-05-12,pdfs/pad-2020-00217/Doc_15.pdf
11239/2020,"2020-05-12||2020-05-10||Greece (Lesvos)||Lesvos, Greece (on board a vessel)||mixed||0||1||0||0",1,2020-05-12,2020-05-12,pdfs/pad-2020-00217/Doc_14.pdf
11239/2020,"2020-05-12||2020-05-10||Greece||Lesvos, Greece||facility||0||1||0||0",1,2020-05-12,2020-05-12,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf
11239/2020,"2020-05-12||2020-05-10||Greece||Lesvos, Greece||land||0||1||0||0",2,2020-05-12,2020-05-12,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2020_Releasable.pdf | pdfs/pad-2020-00217/Doc_7.pdf
11243/2020,"2020-05-12||2020-05-12||Greece||Alexandroupoli, Evros, Greece||land||0||0||0||0",2,2020-05-12,2020-05-12,pdfs/pad-2020-00162/FOA_LAND_2020_SirExport.pdf | pdfs/pad-2020-00167/SIR_Part_2.pdf
11243/2020,"2020-05-12||2020-05-12||Greece||Alexandroupoli, Evros, Greece (hospital)||facility||0||0||0||0",1,2020-05-12,2020-05-12,pdfs/pad-2020-00217/Doc_13.pdf
11243/2020,"2020-05-12||2020-05-12||Greece (Evros)||Alexandroupoli, Evros, Greece (hospital)||facility||0||0||0||0",1,2020-05-12,2020-05-12,pdfs/pad-2020-00217/Doc_14.pdf
11243/2020,"2020-05-12||2020-05-12||Greece||Alexandroupolis, Evros, Greece||facility||0||0||0||0",1,2020-05-12,2020-05-12,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf
11251/2020,"2020-05-13||2020-05-12||Greece||Shooting incident in Tychero, Evros, Greece, near the Turkish border.||land||0||0||0||0",1,2020-05-13,2020-05-13,pdfs/pad-2020-00217/Doc_8.pdf
11251/2020,"2020-05-13||2020-05-12||Greece||Tychero, Evros, Greece||land||0||0||0||0",1,2020-05-13,2020-05-13,pdfs/pad-2020-00078/SirExportSIR_1130_and_113_Releasable.pdf
11251/2020,"2020-05-13||2020-05-12||Greece||Evros, Greece (border with Turkey)||land||0||0||0||0",1,2020-05-13,2020-05-13,pdfs/pad-2020-00217/Doc_13.pdf
11251/2020,"2020-05-13||2020-05-12||Greece||Evros, Greece||land||0||0||0||0",3,2020-05-13,2020-05-13,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf | pdfs/pad-2020-00162/FOA_LAND_2020_SirExport.pdf | pdfs/pad-2020-00167/SIR_Part_2.pdf
11251/2020,"2020-05-13||2020-05-12||Greece (Evros)||Evros, Greece (border area, shots from Turkish side)||land||0||0||0||0",1,2020-05-13,2020-05-13,pdfs/pad-2020-00217/Doc_14.pdf
11254/2020,"2020-05-13||2020-05-13||Greece (Evros)||Evros, Greece (near Alexandroupolis)||land||1||0||0||0",1,2020-05-13,2020-05-13,pdfs/pad-2020-00217/Doc_14.pdf
11254/2020,"2020-05-13||2020-05-13||Greece||Feres, Evros, Greece||land||1||0||0||0",2,2020-05-13,2020-05-13,pdfs/pad-2020-00162/FOA_LAND_2020_SirExport.pdf | pdfs/pad-2020-00167/SIR_Part_2.pdf
11254/2020,"2020-05-13||2020-05-13||Greece||Evros, Greece||land||1||0||0||0",1,2020-05-13,2020-05-13,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf
11258/2024,"2025-03-31||2024-03-03||Aegean Sea, Greece/Türkiye border||Sea area between Chios Island (Greece) and Çeşme district (Türkiye), near the maritime border.||sea||0||0||0||3",1,2025-03-31,2025-03-31,pdfs/pad-2025-00151-1/SIR_11258-2024.pdf
11264/2020,"2020-05-14||2020-05-14||Greece||Evros, Greece||land||1||0||0||0",1,2020-05-14,2020-05-14,pdfs/pad-2020-00167/SIR_Part_2.pdf
11264/2020,"2020-05-14||2020-05-14||Greece (Evros)||Evros river, Greek bank, Evros, Greece||mixed||1||0||0||0",1,2020-05-14,2020-05-14,pdfs/pad-2020-00217/Doc_14.pdf
11264/2020,"2020-05-14||2020-05-14||Greece||Evros river, Greece||land||1||0||0||0",1,2020-05-14,2020-05-14,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf
11264/2020,"2020-05-14||2020-05-14||Greece||Orestiada, Evros, Greece||land||1||0||0||0",1,2020-05-14,2020-05-14,pdfs/pad-2020-00162/FOA_LAND_2020_SirExport.pdf
11267/2024,2024-03-27||2024-03-25||||||unknown||0||1||0||0,1,2024-03-27,2024-03-27,pdfs/pad-2025-00475/11267_2024_redacted.pdf
11275/2020,"2020-05-16||2020-05-16||Greece (Evros)||Evros river area, Greece||land||1||0||0||0",1,2020-05-16,2020-05-16,pdfs/pad-2020-00217/Doc_14.pdf
11275/2020,"2020-05-16||2020-05-16||Greece||Tychero, Evros, Greece||land||1||0||0||0",1,2020-05-16,2020-05-16,pdfs/pad-2020-00162/FOA_LAND_2020_SirExport.pdf
11275/2020,"2020-05-16||2020-05-16||Greece||Evros, Greece||land||1||0||0||0",2,2020-05-16,2020-05-16,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf | pdfs/pad-2020-00167/SIR_Part_2.pdf
11304/2023,"2023-06-16||2023-03-19||Serbia, Bulgaria, Hungary||Serbia, near Sombor migrant camp and Serbian-Bulgarian border, after transit through Hungary||land||0||0||0||2",1,2023-06-16,2023-06-16,pdfs/pad-2023-00266/doc_1-1.pdf
11304/2023,"2023-06-16||2023-03-19||Serbia, Bulgaria, Hungary||Serbian-Bulgarian border, Hungary, Sombor migrant camp (Serbia).||land||0||1||0||2",1,2023-06-16,2023-06-16,pdfs/onedrive_3_29-11-2023/doc_1-1.pdf
11308/2020,"2020-05-21||2020-05-21||Greece||Aegean Sea, Greece-Turkey maritime border||sea||0||0||0||0",1,2020-05-21,2020-05-21,pdfs/pad-2022-00307-documents/pad-2022-00307-documents.pdf
11308/2020,2020-05-21||2020-05-21||Greece||Greece (specific location redacted)||sea||0||0||0||0,1,2020-05-21,2020-05-21,pdfs/pad-2020-00162/POSEIDON_2020_SirExport.pdf
11308/2020,"2020-05-21||2020-05-21||Greece (sea area)||Sea area near Chios, Greece||sea||0||0||0||0",1,2020-05-21,2020-05-21,pdfs/pad-2020-00217/Doc_14.pdf
11308/2020,"2020-05-21||2020-05-21||Greece||Chios, Greece||sea||0||0||0||0",1,2020-05-21,2020-05-21,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf
11314/2020,"2020-05-22||2020-05-21||Greece||Near Marasia, Kastanies, Evros, Greece||land||0||0||0||0",1,2020-05-22,2020-05-22,pdfs/pad-2020-00217/Doc_13.pdf
11314/2020,"2020-05-22||2020-05-21||Greece||Marasia, Evros, Greece||land||0||0||0||0",1,2020-05-22,2020-05-22,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf
11314/2020,"2020-05-22||2020-05-21||Greece (Evros)||Marasia, Evros, Greece (border area)||land||0||0||0||0",1,2020-05-22,2020-05-22,pdfs/pad-2020-00217/Doc_14.pdf
11314/2020,"2020-05-22||2020-05-21||Greece||Kastanies, Evros, Greece||land||0||0||0||0",1,2020-05-22,2020-05-22,pdfs/pad-2020-00162/FOA_LAND_2020_SirExport.pdf
11314/2020,"2020-05-22||2020-05-21||Greece||Evros region, near the Greek-Turkish border, Greece||land||0||0||0||0",1,2020-05-22,2020-05-22,pdfs/pad-2020-00167/SIR_Part_1.pdf
11321/2020,"2020-05-23||2020-05-22||Greece||Operational Area, Greece||facility||1||0||0||0",1,2020-05-23,2020-05-23,pdfs/pad-2022-00307-documents/pad-2022-00307-documents.pdf
11322/2022,2022-04-26||2022-03-27||Lithuania-Belarus border||Belarus-Lithuania border||land||0||0||0||4,1,2022-04-26,2022-04-26,pdfs/pad-2025-00371/11322_2022.pdf
11323/2020,"2020-05-23||2020-05-23||Greece||Operational Area, Greece||facility||0||1||0||0",1,2020-05-23,2020-05-23,pdfs/pad-2022-00307-documents/pad-2022-00307-documents.pdf
11324/2023,2023-06-15||2022-05-31||Bulgaria-Türkiye border area||Bulgaria-Türkiye border||land||0||1||0||3,1,2023-06-15,2023-06-15,pdfs/pad-2023-00266/PAD-2023-00266_point_1.pdf
11324/2023,2023-04-21||2022-05-31||Bulgaria-Turkey border||Bulgarian border with Turkey||land||0||1||0||4,1,2023-04-21,2023-04-21,pdfs/pad-2023-00266/PAD-2023-00266_point_4.pdf
11324/2023,2023-06-01||||Bulgaria-Türkiye border||Bulgaria-Türkiye border||land||||||||3,1,2023-06-01,2023-06-01,pdfs/pad-2023-00266/PAD-2023-00266_point_2.pdf
11349/2022,"2022-03-30||2022-03-29||Greece||Islet in Evros river near Petrades/Praggi, Greece||land||||||||0",1,2022-03-30,2022-03-30,pdfs/pad-2022-00332/Documents_2.pdf
11376/2022,2022-05-24||2022-03-31||Lithuania||Lithuanian border with Belarus||land||||||||4,1,2022-05-24,2022-05-24,pdfs/pad-2025-00371/11376_2022.pdf
11381/2022,"2022-06-03||2022-03-19||Albania, Greece||Albania-Greece border area, specifically near Gjirokaster (Albania) and Kakavia, Mayropoulo, Delvinaki A (Greece).||land||0||0||0||2",1,2022-06-03,2022-06-03,pdfs/pad-2022-00420/sir4.pdf
11381/2022,"2022-06-03||2022-03-19||Albania, Greece||Albania-Greece border near Kakavia, Mayropoulo, Delvinaki A||land||0||0||0||2",1,2022-06-03,2022-06-03,pdfs/pad-2025-00371/11381-2022.pdf
11381/2022,"2022-06-03||2022-03-19||Albania-Greece border||Near Kakavia border, Albania-Greece||land||||||||2",1,2022-06-03,2022-06-03,pdfs/pad-2023-00450/SIR_Albania_2022_part_1.pdf
11386/2021,"2021-04-22||2021-04-21||Libya (Central Mediterranean Sea)||40 nautical miles North East of Tripoli, Libya (Central Mediterranean Sea)||sea||4||||||1",1,2021-04-22,2021-04-22,pdfs/pad-2025-00419/11386-2021_redacted2.pdf
11387/2022,"2022-03-31||2022-03-30||Greece, Evros River||Island in Evros River, Greek side||land||||||||0",1,2022-03-31,2022-03-31,pdfs/pad-2022-00332/Documents_3A.pdf
11387/2022,"2022-03-31||2022-03-30||Evros river, Greece||An island/islet in Evros River on the Greek side||land||||||||2",1,2022-03-31,2022-03-31,pdfs/pad-2022-00332/Documents_3B.pdf
11392/2021,2021-04-23||2021-04-23||Albania||Albania||land||0||2||0||0,1,2021-04-23,2021-04-23,pdfs/pad-2022-00302-documents-1/pad-2022-00302-documents-1.pdf
11407/2021,2021-04-24||2021-04-24||Bulgaria||Bulgaria||land||0||0||0||0,1,2021-04-24,2021-04-24,pdfs/pad-2022-00302-documents-1/pad-2022-00302-documents-1.pdf
11415/2021,"2021-04-26||2021-04-26||Bulgaria (Sofia)||Sofia, Bulgaria||land||0||0||0||0",1,2021-04-26,2021-04-26,pdfs/pad-2022-00302-documents-1/pad-2022-00302-documents-1.pdf
11415/2021,2021-04-26||2021-04-26||Bulgaria||Bulgaria||land||0||0||0||0,1,2021-04-26,2021-04-26,pdfs/pad-2022-00465/Documents01.pdf
11426/2020,"2020-06-06||2020-06-05||Greece||Evros, Greece||land||1||0||0||0",1,2020-06-06,2020-06-06,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf
11426/2020,"2020-06-06||2020-06-05||Greece (Evros)||Railway line between Alexandroupolis and Ormenio, Evros, Greece||land||1||0||0||0",1,2020-06-06,2020-06-06,pdfs/pad-2020-00217/Doc_14.pdf
11426/2020,"2020-06-06||2020-06-05||Greece||Railway line between Alexandroupolis and Ormenio, Evros, Greece||land||1||0||0||0",1,2020-06-06,2020-06-06,pdfs/pad-2020-00167/SIR_Part_1.pdf
11426/2020,"2020-06-06||2020-06-05||Greece||Tychero, Evros, Greece||land||1||0||0||0",1,2020-06-06,2020-06-06,pdfs/pad-2020-00162/FOA_LAND_2020_SirExport.pdf
11441/2022,2022-04-04||2022-04||Bulgaria||Operational area in Bulgaria.||unknown||0||0||0||1,1,2022-04-04,2022-04-04,pdfs/pad-2022-00470/Documents1.pdf
11441/2022,"2022-04-04||2022-04-04||Bulgaria||Bulgaria, operational area||land||0||0||0||2",1,2022-04-04,2022-04-04,pdfs/pad-2022-00465/Documents03.pdf
11444/2020,"2020-06-08||2020-06-08||Greece (Evros), Bulgaria (Sofia)||Alexandroupoli Airport, Greece (lost), Sofia Airport, Bulgaria (found)||facility||0||0||0||0",1,2020-06-08,2020-06-08,pdfs/pad-2020-00217/Doc_14.pdf
11444/2020,"2020-06-08||2020-06-08||Greece||Alexandroupoli, Evros, Greece||facility||0||0||0||0",2,2020-06-08,2020-06-08,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf | pdfs/pad-2020-00217/Doc_13.pdf
11444/2020,"2020-06-08||2020-06-08||Greece||Alexandroupoli, Evros, Greece||land||0||0||0||0",1,2020-06-08,2020-06-08,pdfs/pad-2020-00162/FOA_LAND_2020_SirExport.pdf
11447/2021,"2021-04-27||2021-04-26||Greece (Chios sea area)||Sea area near Chios, Greece||sea||0||0||0||0",1,2021-04-27,2021-04-27,pdfs/pad-2022-00302-documents-1/pad-2022-00302-documents-1.pdf
11451/2021,"2021-04-27||2021-04-27||Greece (Chios sea area)||Sea area near Chios, Greece||sea||0||0||0||0",1,2021-04-27,2021-04-27,pdfs/pad-2022-00302-documents-1/pad-2022-00302-documents-1.pdf
11460/2021,"2021-04-28||2021-04-28||Lithuania (Vilnius)||Vilnius, Lithuania||land||0||0||0||0",1,2021-04-28,2021-04-28,pdfs/pad-2022-00302-documents-1/pad-2022-00302-documents-1.pdf
11480/2020,"2020-06-12||2020-06-12||Greece||Evros, Greece||land||0||0||0||0",2,2020-06-12,2020-06-12,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf | pdfs/pad-2020-00217/Doc_13.pdf
11480/2020,"2020-06-12||2020-06-12||Greece||Evros region, Greece||land||0||0||0||0",1,2020-06-12,2020-06-12,pdfs/pad-2020-00167/SIR_Part_1.pdf
11480/2020,"2020-06-12||2020-06-12||Greece (Evros)||Evros, Greece||land||0||0||0||0",1,2020-06-12,2020-06-12,pdfs/pad-2020-00217/Doc_14.pdf
11480/2020,"2020-06-12||2020-06-12||Greece||Kastanies, Evros, Greece||land||0||0||0||0",1,2020-06-12,2020-06-12,pdfs/pad-2020-00162/FOA_LAND_2020_SirExport.pdf
11494/2022,"2022-04-07||2022-03-30||Greece||Islet in Evros River, Greek side of the border, near Pragi/Didymoteicho||land||||||||3",1,2022-04-07,2022-04-07,pdfs/pad-2022-00332/Documents_6.pdf
11494/2022,"2022-04-07||2022-03-30||Greece||Islet in Evros River, Greek side, near Pragi, Greece||land||0||0||0||3",1,2022-04-07,2022-04-07,pdfs/pad-2025-00371/11494_11619_11701_12288-2022.pdf
11505/2020,"2020-06-16||2020-06-15||Greece||Evros River, Greek bank, Evros, Greece||land||1||0||0||0",1,2020-06-16,2020-06-16,pdfs/pad-2020-00167/SIR_Part_1.pdf
11505/2020,"2020-06-16||2020-06-15||Greece||Didymoteicho, Evros, Greece||land||1||0||0||0",1,2020-06-16,2020-06-16,pdfs/pad-2020-00162/FOA_LAND_2020_SirExport.pdf
11524/2023,2023-04-19||2023-04-17||Albania||Undisclosed location in Albania||unknown||0||0||0||2,1,2023-04-19,2023-04-19,pdfs/pad-2023-00450/Albnia_SIR_2023.pdf
11525/2021,"2021-05-03||2021-05-02||Greece (sea area near Lesvos)||Sea area near Lesvos, Greece||sea||0||0||0||0",1,2021-05-03,2021-05-03,pdfs/pad-2022-00302-documents-1/pad-2022-00302-documents-1.pdf
11531/2020,"2020-06-18||2020-06-17||Greece (Lesvos island)||Mytilini, Lesvos, Greece||land||0||1||0||0",1,2020-06-18,2020-06-18,pdfs/pad-2020-00175-documents/PAD-2020-00175-documents.pdf
11531/2020,"2020-06-18||2020-06-17||Greece||Operational Area, Greece||land||||1||||0",1,2020-06-18,2020-06-18,pdfs/pad-2022-00307-documents/pad-2022-00307-documents.pdf
11531/2020,"2020-06-18||2020-06-17||Greece||Mytilini, Lesvos, Greece||land||||1||||0",1,2020-06-18,2020-06-18,pdfs/pad-2020-00162/POSEIDON_2020_SirExport.pdf
11531/2020,"2020-06-18||2020-06-17||Greece||Mytilini, Lesvos, Greece||land||0||1||0||0",3,2020-06-18,2020-06-18,pdfs/pad-2020-00125-attachment/PAD-2020-00125_attachment.pdf | pdfs/pad-2020-00217/Doc_14.pdf | pdfs/pad-2020-00217/Doc_15.pdf
11538/2022,||2022-04-09||Lithuania||Lithuanian-Belarusian border area||land||0||0||0||4,1,,,pdfs/pad-2025-00371/11538_2022.pdf
11553/2022,2022-05-10||2022-04-11||Lithuania||Bus station near the Lithuanian-Belarusian border||land||0||1||0||3,1,2022-05-10,2022-05-10,pdfs/pad-2025-00371/11553_2022.pdf
11557/2021,"2021-05-05||2021-05-05||Greece (Evros)||Evros, Greece||land||0||0||0||0",1,2021-05-05,2021-05-05,pdfs/pad-2022-00302-documents-1/pad-2022-00302-documents-1.pdf
11581/2021,"2021-05-06||2021-04-29||Greece (Lesvos)||Lesvos, Greece||sea||0||0||0||0",1,2021-05-06,2021-05-06,pdfs/pad-2022-00302-documents-1/pad-2022-00302-documents-1.pdf
11588/2021,"2021-05-06||2021-05-06||Greece (Chios Island)||Chios Island, Greece||land||0||1||0||0",1,2021-05-06,2021-05-06,pdfs/pad-2022-00302-documents-1/pad-2022-00302-documents-1.pdf
11588/2022,"2022-06-03||2022-04-02||Greece, Albania||Greek-Albanian border area||land||0||0||0||2",1,2022-06-03,2022-06-03,pdfs/pad-2025-00371/11588-2022.pdf
11588/2022,2022-06-03||2022-04-03||Albania-Greece border||Greek-Albanian border||land||||||||2,1,2022-06-03,2022-06-03,pdfs/pad-2023-00450/SIR_Albania_2022_part_1.pdf
11588/2022,"2022-06-03||2022-04-01||Albania, Greece||Greek-Albanian border area||land||0||0||0||2",1,2022-06-03,2022-06-03,pdfs/pad-2022-00420/sir.pdf
11596/2022,2022-04-21||2022-04-08||Lithuania-Belarus border||Lithuania-Belarus border||land||||||||4,1,2022-04-21,2022-04-21,pdfs/pad-2025-00371/11596_2022.pdf
11619/2022,"2022-04-17||2022-04-16||Greece||Evros River, Soufli area, Greece||mixed||1||0||0||1",1,2022-04-17,2022-04-17,pdfs/pad-2025-00371/11494_11619_11701_12288-2022.pdf
11619/2022,"2022-04-17||2022-04-16||Greece||Soufli area, Evros River, Greece||mixed||1||||||0",1,2022-04-17,2022-04-17,pdfs/pad-2022-00332/Documents_6.pdf
11619/2022,"2022-04-17||2022-04-16||Evros river, Greece||Evros river area near Soufli, Greece||land||1||||||3",1,2022-04-17,2022-04-17,pdfs/pad-2022-00332/Documents_3B.pdf
11619/2022,"2022-04-18||2022-04-16||Greece, Evros||Evros region, Greece||land||1||||||0",1,2022-04-18,2022-04-18,pdfs/pad-2022-00332/Documents_3A.pdf
11621/2022,2022-04-21||||Evros River||Islet in Evros River||land||||||||0,3,2022-04-21,2022-04-21,pdfs/pad-2022-00332/Documents_3A.pdf
11621/2022,2022-04-18||||Evros River||Islets in Evros River||land||||||||1,1,2022-04-18,2022-04-18,pdfs/pad-2022-00332/Documents_3A.pdf
11621/2022,2022-04-18||2022-04-14||Evros River||Islet in Evros River||land||||||||0,1,2022-04-18,2022-04-18,pdfs/pad-2022-00332/Documents_3A.pdf
11621/2022,"2022-04-20||||Erythropotamos River, Evros River||Islet at the confluence of Erythropotamos and Evros Rivers||land||||||||0",1,2022-04-20,2022-04-20,pdfs/pad-2022-00332/Documents_3A.pdf
11621/2022,"2022-04-20||2022-04-18||Evros River, Greece||Island in Evros River, near a Greek city||land||||||||0",1,2022-04-20,2022-04-20,pdfs/pad-2022-00332/Documents_3A.pdf
11621/2022,2022-04-20||||Evros River||Island in Evros River||land||||||||0,1,2022-04-20,2022-04-20,pdfs/pad-2022-00332/Documents_3A.pdf
11636/2024,2024-04-23||2024-04-17||Bulgaria||Bulgaria||land||0||0||0||1,1,2024-04-23,2024-04-23,pdfs/pad-2024-00377/SIR_11636-2024.pdf
11648/2022,2022-04-20||||Evros||Evros region||land||||||||0,1,2022-04-20,2022-04-20,pdfs/pad-2022-00332/Documents_3A.pdf
11648/2022,2022-04-27||||Evros River||Islet in Evros River||land||||||||0,1,2022-04-27,2022-04-27,pdfs/pad-2022-00332/Documents_3A.pdf
11676/2024,"2024-08-31||2024-03-24||Aegean Sea, Türkiye, Greece||Aegean Sea, between Bodrum (Türkiye) and Greek islands of Kos and Leros.||sea||0||0||0||3",1,2024-08-31,2024-08-31,pdfs/11676_2024-final-sir-cat1/11676_2024-final-sir-cat.1.pdf
11676/2024,"2024-08-31||2024-03-24||Aegean Sea (Greece/Türkiye)||Sea area between Bodrum, Türkiye and Kos Island, Greece||sea||||||||3",1,2024-08-31,2024-08-31,pdfs/sirs-pad-2024-00396/sirs-pad-2024-00396.pdf
11684/2020,"2020-07-06||2020-07-05||Greece||Olive Grove area, Lesvos, Greece||facility||2||1||0||0",1,2020-07-06,2020-07-06,pdfs/pad-2022-00307-documents/pad-2022-00307-documents.pdf
11688/2024,"2024-08-06||2024-04-07||Serbia, Bulgaria||Serbian-Bulgarian border area||land||||||||2",1,2024-08-06,2024-08-06,pdfs/sirs-pad-2024-00396/sirs-pad-2024-00396.pdf
11688/2024,"2024-08-06||2024-04-07||Bulgaria, near Serbian border||Near the Serbian-Bulgarian border, on the Bulgarian side.||land||0||0||0||2",1,2024-08-06,2024-08-06,pdfs/11688_2024-final-sir-cat1/11688_2024-final-sir-cat.1.pdf
11694/2023,||||Serbia-Bosnia and Herzegovina border||Serbia-Bosnia and Herzegovina border crossing point||land||0||0||0||1,1,,,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_2_SIR_Country_Profile_Serbia_redacted.pdf
11695/2023,"2023-07-07||2023-04-22||Greece, Türkiye (Lesvos, Aegean Sea)||Greek territorial waters near Lesvos, Turkish territorial waters.||sea||0||0||0||3",1,2023-07-07,2023-07-07,pdfs/onedrive_3_29-11-2023/doc_1-1.pdf
11695/2023,"2023-04-29||2023-04-22||Aegean Sea||North Aegean Sea, near Lesvos island and Çanakkale's Ayvacık district, close to the Türkiye-Greece maritime border.||sea||||||||0",2,2023-04-29,2023-04-29,pdfs/onedrive_3_29-11-2023/doc_1-2.pdf | pdfs/pad-2023-00266/doc_1-2.pdf
11695/2023,"2023-07-07||2023-04-22||Greece, Türkiye, Aegean Sea||North of Lesvos Island, in Greek and Turkish territorial waters||sea||0||0||0||3",1,2023-07-07,2023-07-07,pdfs/pad-2023-00266/doc_1-1.pdf
11701/2022,"2022-04-24||2022-04-18||Greece||Islet in Evros River, Greek side, near Didymoteicho, Greece||land||0||0||0||1",1,2022-04-24,2022-04-24,pdfs/pad-2025-00371/11494_11619_11701_12288-2022.pdf
11701/2022,"2022-04-24||2022-04-18||Greece||Islet in Evros River, Greek side of the border, near Didymoteicho||land||||||||1",1,2022-04-24,2022-04-24,pdfs/pad-2022-00332/Documents_6.pdf
11708/2024,"2024-11-29||2024-04-15||Albania||Qafë-Bôte Border Police Station / Temporary Reception Center, Albania||mixed||0||0||0||2",1,2024-11-29,2024-11-29,pdfs/pad-2025-00011-1/Final_SIR_11708-2024_SPed.pdf
11711/2021,2021-05-17||2021-05-16||Spain (sea area)||Sea area off Spanish coastline||sea||2||2||0||0,1,2021-05-17,2021-05-17,pdfs/pad-2022-00302-documents-1/pad-2022-00302-documents-1.pdf
11713/2024,"2024-04-27||2024-04-26||North Macedonia||Theft from a rental car in North Macedonia, in front of the officer's apartment.||land||0||0||0||2",1,2024-04-27,2024-04-27,pdfs/pad-2024-00429/Redacted_SIR_11713_2024.pdf
11715/2020,2020-07-10||2020-07-09||Greece||Greece||land||0||1||0||0,1,2020-07-10,2020-07-10,pdfs/pad-2020-00217/Doc_15.pdf
11715/2020,2020-07-10||2020-07-09||Greece||An emergency port in Greece||land||0||1||0||0,1,2020-07-10,2020-07-10,pdfs/pad-2020-00175-documents/PAD-2020-00175-documents.pdf
11750/2021,"2021-05-19||2020-10-30||Symi, Dodekaniso, Greece||Symi, Dodekaniso, Greek Waters||sea||||||||4",1,2021-05-19,2021-05-19,pdfs/pad-2025-00371/12779_13038-2020_and_10113_10824_10904_10908_11099_11446_11776_11750-2021.pdf
11760/2022,"2022-04-23||||Bulgaria-Turkey border||Bulgaria-Turkey border forest, near Burgas||land||||||||3",1,2022-04-23,2022-04-23,pdfs/pad-2022-00470/Documents2.pdf
11760/2022,2022-04-28||2022-04-18||Bulgaria||Forest in Bulgaria near the Turkey-Bulgaria border||land||2||0||0||3,1,2022-04-28,2022-04-28,pdfs/pad-2022-00465/Documents02.pdf
