record_uid,batch,source_file,record_index,model,generated_at_utc,sir_id,report_date,incident_date,location_details,where_clear,location_text_raw,country_or_area,location_type,precision_level,geocodable,geocodable_query,lat,lon,uncertainty_note,dead_confirmed,injured_confirmed,missing_confirmed,dead_possible_min,dead_possible_max,possible_violations_count,context_note,libyan_coast_guard_involved,evidence_quote,confidence,evidence_pages
543,pad-2024-00429,pdfs/pad-2024-00429/Redacted_SIR_12021_2024.pdf,0,gemini-2.5-flash,2026-02-17 12:45:40.692012+01,12021/2024,2024-05-18,2024-05-17,,North Macedonia,North Macedonia,North Macedonia,land,broad,true,North Macedonia,,,,0,1,0,0,0,1,"On 15 May 2024, a female [REDACTED] presented herself at Police station [REDACTED] claiming she is in relationship with above Frontex SC Officer with whom she periodically has arguments. According to her statement, on 15 May 2024, they had another argument resulting in her attacking above SC Officer. However, she did not have intention to sue him and, subsequently, no report was filed by the local Police. Above statement was made in the presence of the [REDACTED] who was asked to support MKD Police with translation. After being informed by [REDACTED] competent [REDACTED] contacted SC Officer in subject for the reason of welfare and clarification, who ensured that he did not wish any kind of support since it is a private issue. Moreover, he confirmed [REDACTED] to have recently moved to another apartment without having any further contact to his live-in partner. Since the female [REDACTED] could not find and present any identity document, she stated to the local authorities that her intention is to visit [REDACTED] Embassy in North Macedonia to support her issuing temporary travel documents to return to [REDACTED]. The case was not initially assessed as a SIR since it didn't meet the threshold of SOP on Serious Incident Reporting. According to further developments provided by [REDACTED] on 17 May 2024, a/m female reported at the Police Station of [REDACTED] a case of domestic violence against SC Officer in question deployed at [REDACTED] which resulted to body injuries and is against the penal law of North Macedonia. SC Officer [REDACTED] turned up to the Police Station of [REDACTED] after respective invitation by MKD Police, where he was interviewed by the HTC authorities. Afterwards, SC Officer in question left, claiming that his live-in partner did not press charges against him, which is obligatory for the criminal procedure to be initiated. To this end, [REDACTED] additionally informed [REDACTED] that the case will not be prosecuted ex officio by the Public Prosecutor and no further measures will be taken by the HTC authorities. [REDACTED] will request from [REDACTED] official documentation on the case filed. [REDACTED] reported immediately to the case [REDACTED] were informed and further instructed [REDACTED] in this regard [REDACTED] has been also notified respectively. [REDACTED] requested the official documents that have been drafted at Police Station of [REDACTED] related to the case, however [REDACTED] refused to provide them, demanding as an official request to be addressed from Frontex central level [REDACTED]. According to assessment by [REDACTED], the incident needs to be prossessed as SIR Cat. 2 Situations of potential violations of Code of Conduct (Articles 3 and 10). Considering the outcome of the investigation carried out by [REDACTED] Police Station, this kind of ""bodily harm"" for crimes prosecuted by private action, but considering the lack of the private notification towards the local Police, this event cannot be considered as a criminal case in accordance the applicable penal code in force. Since the official documentation, received from MKD police, doesn't provide any tangible evidence for the case, no further action from side of Sl-handler at this stage are expected, therefore I propose to close the SIR.",false,JO North Macedonia: Reported case of domestic violence against SC Officer in question deployed at [REDACTED] which resulted to body injuries.,medium,"1,2,3"
705,pad-2025-00371,pdfs/pad-2025-00371/12044-2022.pdf,0,gemini-2.5-flash,2026-02-17 14:24:01.68827+01,12044/2022,2022-08-30,2022-05-14,"Incident occurred in the Alboran Sea, within the JO Indalo operational area, near Almeria, Spain. The boat was reportedly in the Moroccan SAR zone at the time of its disappearance.","Alboran Sea, near Almeria, Spain, within Moroccan SAR zone.","Almeria, Spain; Alboran sea; Moroccan SAR zone; JO Indalo operational area",Spain; Morocco (SAR zone); Alboran Sea,sea,broad,true,"Alboran Sea, near Almeria, Spain",,,"The exact location of the incident is broad, spanning the Alboran Sea, near Almeria, Spain, and reportedly within the Moroccan SAR zone/SRR at the time of disappearance.",,,,8,8,1,"The Fundamental Rights Office regrets not having received additional information from Spanish authorities to understand how a boat could have been lost in the Alboran Sea for seven days without detection by competent MRCC. While Frontex involvement was not found, it remains unclear if Spanish MRCC was informed of the boat's disappearance on May 7, 2022, and if deaths could be related to a delayed SAR operation, especially as the boat was reportedly in Moroccan SRR.",false,"On 14 May 2022, A Spanish Navy Vessel rescued three migrants on a boat [redacted] Almeria. The migrants reported to Spanish authorities that eight other people were initially on the boat with them but that they all died and were thrown at sea.",medium,"1,2"
315,pad-2022-00278-document-1,pdfs/pad-2022-00278-document-1/pad-2022-00278-document-1.pdf,0,gemini-2.5-flash,2026-02-17 10:24:06.983308+01,12048/2022,2022-05-18,2022-05-12,Maltese Search and Rescue area,Maltese Search and Rescue (SAR) area,Maltese Search and Rescue area,Maltese SAR area,sea,broad,true,Maltese Search and Rescue area,,,,0,0,0,,,2,"A Frontex surveillance aircraft (Eagle 1) spotted an overcrowded wooden boat with 20+ migrants in the Maltese Search and Rescue (SAR) area. RCC Malta instructed a commercial vessel (Ross Sea) to contact the boat. An NGO vessel (Sea-Eye 4) later rescued 24 migrants, alleging they had been at sea for days without water/food and were hypothermic. The Fundamental Rights Office (FRO) noted the significant time elapsed between the initial alert to Italian MRCC and the rescue, and regretted the lack of detailed information from Maltese authorities regarding their assessment and actions.",false,"On 12/05/2022 at 09:40 UTC, Eagle 1 spotted a blue wooden boat with 20+ migrants on board (overcrowded) adrift at",high,"1,2,3,4"
563,pad-2025-00076_157,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_1_SIR_Country_Profile_Greece_redacted.pdf,2,gemini-2.5-flash,2026-02-17 12:52:54.986411+01,12070/2023,,,"Apprehension by masked armed men, transport by unmarked van and Coast Guard boat to the border, followed by abandonment in life rafts. Occurred from Greek islands, with main island pushbacks ceasing by July 2023 but continuing from smaller islands.",Greek islands (Aegean Sea),from the islands,"Aegean Sea, Greece",mixed,broad,true,"Aegean Sea, Greece",,,"Refers to 'the islands' generally, with specific mention of 'main islands' and 'smaller islands' without naming them.",,,,,,3,"Apprehension by masked armed men, transport by unmarked van and Coast Guard boat to the border, followed by abandonment in life rafts. Occurred from Greek islands, with main island pushbacks ceasing by July 2023 but continuing from smaller islands.",false,"aprehension by masked armed men in dark clothes driven in a van (no plates), Coast Guard boat to border, abandoned in life raft no official record",medium,1
706,pad-2025-00371,pdfs/pad-2025-00371/12084.2022.pdf,0,gemini-2.5-flash,2026-02-17 14:24:28.654878+01,12084/2022,2022-09-20,2022-05-07,"The incident occurred in the sea area near Samos Island, within Greek territorial waters, with the migrant boat eventually moving into Turkish Territorial Waters. Specific positions are redacted.","Sea area near Samos Island, within Greek territorial waters, eventually moving to Turkish Territorial Waters.","inside the Greek territorial waters, Turkish Territorial Waters (TTW), Samos Island, sea area of Samos Island, inside HTW","Greece, Turkey, Samos Island, Aegean Sea",sea,broad,true,"Samos Island, Aegean Sea",,,Specific coordinates and exact positions are redacted in the document.,,,,,,4,"A migrant boat with approximately 30 people was detected in Greek territorial waters near Samos Island. Frontex assets accompanied the boat, which was later intercepted by the HCG. The boat eventually altered its course towards Turkish Territorial Waters to avoid interception, which the FRO considers possible. However, concerns were raised and confirmed by FRO that the HCG performed dangerous and disproportionate manoeuvres, creating waves that significantly impacted the small migrant boat and potentially endangered the migrants.",false,The reports of the Frontex deployed [redacted] and the HCG on the same incident raised questions as to what happened to a migrant boat with approx. 30 migrants. The boat was [redacted] and accompanied by the [redacted] vessel until it was handed over to the HCG [redacted] inside the Greek territorial waters. The migrants later ended up in Turkish Territorial Waters (TTW) with the Greek authorities reporting that the boat had 'altered course towards TTW to avoid the interception'.,high,"1,2,3"
355,pad-2022-00310,pdfs/pad-2022-00310/PAD-2022-00310-documents_2.pdf,0,gemini-2.5-flash,2026-02-17 10:30:49.083458+01,12085/2021,2021-06-11,2021-06-10,"Incident occurred at Latitude 36.933333, Longitude 27.450000, inside Turkish Territorial Waters (TTW) near the maritime borderline. Detected by Land Observatory.","Maritime borderline, inside Turkish Territorial Waters (TTW), Aegean Sea.","inside TTW, borderline, 36.9333330000, 27.4500000000","Aegean Sea, near Turkey",sea,exact,true,"36.933333, 27.450000 (Aegean Sea)",36.933333,27.45,,0,0,0,,,0,"A rubber boat with approximately 25 migrants was detected by a Land Observatory inside Turkish Territorial Waters (TTW). HCG maritime assets attempted to intercept and immobilize the boat at the borderline using loudspeakers and police lights, but with negative results. Two TCG vessels were informed but did not respond. Migrants showed aggressive behavior towards Text Removed - Reporting Tools personnel, putting them in danger, leading to warning shots being fired at a safe area. A migrant jumped and attempted to assault Text Removed - Human Resources. The rubber boat was eventually immobilized at the border line, and TUR CG vessels initiated embarkation procedures under the supervision of HCG CPBs. The incident was assessed as having serious actual or potential negative implications on Frontex core tasks, with the migrant's aggressive behavior not matching the profile of persons seeking international protection, and the TUR CG's response being delayed and inactive. The final report proposed closure without additional actions, noting that personnel must always be prepared for aggressive behavior during boardings or interceptions.",false,"A rubber boat with approximately 25 migrants onboard was early detected by Land Observatory at the Text Removed - Operational Area inside TTW. ... warning shots were fired at a safe area. During the incident, a migrant jumped and managed to embark on Removed - Technical Equipment trying to assault Text Removed - Human Resources.",high,"3,4"
502,pad-2023-00450,pdfs/pad-2023-00450/Albnia_SIR_2023.pdf,0,gemini-2.5-flash,2026-02-17 11:07:44.259141+01,12123/2023,2023-05-26,2023-05-20,Albania,Near a river in Albania,"Albania, Albania, left side of the river, cross the river, water of the river",Albania,land,broad,false,,,,Specific river and exact location within Albania are not provided.,0,0,0,0,0,0,"An officer accidentally discharged a weapon into a river while attempting to cross it during an operation involving 7 migrants in Albania. No one was injured, and the shot was not directed at the migrants.",false,"While trying to cross the river, the Officer stumbled over a large stone on the river, resulting to an unintentional shot, which went in the water of the river.",medium,"1,2"
385,pad-2022-00332,pdfs/pad-2022-00332/Documents_3B.pdf,0,gemini-2.5-flash,2026-02-17 10:37:48.16932+01,12137/2022,2022-05-27,2022-05-24,"An islet in Evros river, Didimotiho, Greece. Google Maps link: https://goo.gl/maps/FgEWB99e2phFKBri6","An islet in Evros river near Didimotiho, Greece","an islet, in Evros river, Didimotiho","Evros river, Greece",land,exact,true,https://goo.gl/maps/FgEWB99e2phFKBri6,,,,,,,,,5,"A group of 94 Syrian people, including children, women, elderly, and one disabled person, were allegedly in danger on an islet in the Evros river. An ECtHR decision ordered their non-removal and provision of aid. Later, contact was lost, and it was reported that hooded men violently attacked and repatriated them to Turkey, where they were arrested and threatened with deportation. Greek authorities conducted searches with no results.",false,"groups of hooded men and their Arab-speaking associates had also entered the island and, after violently attacking the refugees, repatriated them to Turkey.",high,"1,2,3,4,5,6,7,8"
354,pad-2022-00310,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,11,gemini-2.5-flash,2026-02-17 10:30:27.553232+01,12142/2021,2021-06-16,2021-06-12,Text Removed - Operational Area Text Removed - Operational Area Greece,"Text Removed - Operational Area, Greece",Text Removed - Operational Area Text Removed - Operational Area Greece,Greece,sea,exact,true,"38.928333, 26.746667",38.928333,26.746667,,0,0,0,,,2,"A rubber boat with approximately 30 migrants was detected by Frontex Technical Equipment in Text Removed - Operational Area, Greece. A Turkish Coast Guard (TCG) vessel was identified escorting the migrant boat towards HTW. The migrant vessel then altered course back to Turkey. The TCG vessel entered HTW and engaged in dangerous maneuvers against the HCG CPV, causing minor material damages.",false,TUR CG vessel entered HTW and engaged in dangerous maneuvers against Text Removed - Technical Equipment. Aforementioned maneuvering had as a result minor material damages to the HCG CPV.,high,38
353,pad-2022-00310,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,10,gemini-2.5-flash,2026-02-17 10:30:27.553232+01,12143/2021,2021-06-16,2021-06-13,Text Removed - Operational Area Text Removed - Operational Area Greece,"At the border within Turkish territorial waters, near Greece",Text Removed - Operational Area Text Removed - Operational Area Greece,Turkish territorial waters,sea,exact,true,"39.267417, 26.512500",39.267417,26.5125,,0,0,0,,,2,"A Turkish Coast Guard (TCG) vessel made dangerous maneuvers towards a Frontex Technical Equipment asset (HCG CPB) inside Turkish territorial waters, near an immobilized migrant boat with approximately 10 migrants. The TCG vessel was not undertaking prevention actions but moved at high speed, causing material damage to the HCG CPB. This was seen as a violation of EU-Turkey commitments and good neighborly relations.",false,At Text Removed - Reporting Tools a TUR CG vessel [SG 905] which was already in the area not undertaking any prevention actions and without bearing navigational lights moved with high speed towards - Text Removed - Technical Equipment performing dangerous maneuvers.,high,"35,36"
157,pad-2020-00167,pdfs/pad-2020-00167/SIR_Part_1.pdf,13,gemini-2.5-flash,2026-02-16 23:35:25.70972+01,12168/2020,2020-09-07,2020-09-07,"Text Removed - Justification 3 highway, close to Text Removed - Justification 3, Evros, Greece.","Highway in Evros region, Greece",Text Removed - Justification 3,Greece,land,approximate,true,"Evros, Greece",,,Specific highway and locations are redacted.,0,7,0,0,0,0,"A vehicle carrying 7 irregular migrants and a facilitator crashed due to high speed on a highway in Evros, Greece. All 7 migrants were injured (5 slightly, 2 critically) and transferred to Alexandroupolis hospital. Investigation is pending.",false,"a Text Removed - Justification 5 vehicle with seven (07) irregular migrants... crashed due to high speed... five (05) of them are slightly injured, two (02 male) of them are in critical condition.",high,"29,30"
332,pad-2022-00307-documents,pdfs/pad-2022-00307-documents/pad-2022-00307-documents.pdf,3,gemini-2.5-flash,2026-02-17 10:29:17.252206+01,12239/2020,2020-09-15,2020-09-14,Text removed - Operational Area,Operational Area,SAR Operation Text removed - Operational Area,Operational Area,sea,broad,false,,,,"Location is redacted to ""Operational Area"", which is too generic for geocoding.",4,0,14,,,0,"Large scale SAR operation for a migrants' vessel in distress that sunk. 4 bodies recovered, 57 migrants rescued, 14 still missing.",false,A total of 57 migrants have been rescued and 04 bodies have been recovered so far. The SAR Operation is still ongoing and any updates regarding the case will be communicated asap. According to initial information approximately 75 migrants were onboard the vessel having as destination Italy. 14 migrants still missing.,medium,"8,9"
352,pad-2022-00310,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,9,gemini-2.5-flash,2026-02-17 10:30:27.553232+01,12240/2021,2021-06-23,2021-06-23,Text Removed - Operational Area Text Removed - Operational Area Italy,"Text Removed - Operational Area, Italy",Text Removed - Operational Area Text Removed - Operational Area Italy,Italy,facility,exact,true,"40.4652777777, 17.2505555555, Italy",40.4652777777,17.2505555555,,0,0,0,,,2,"Allegations of misconduct (verbal bullying, disobeying instructions, segregation, creating a toxic environment) by a Frontex Human Resources individual towards colleagues in Text Removed - Operational Area, Italy. Investigations found insufficient grounds to launch a formal procedure for CoC violation, attributing issues to misunderstanding, lack of experience, and accommodation problems (lack of privacy, common dinners/parties). Recommendations included training, reconsidering accommodation, and redeployment.",false,"Alleged misconduct of Text Removed - Human Resources, unfriendly, bossy and rude attitude towards his Text Removed - Human Resources working in Text Removed - Reporting Tools and the Text Removed - Human Resources (the accommodation provided by Frontex to the deployed to Text Removed - Reporting Tools).",high,"30,31,32"
556,pad-2025-00011-1,pdfs/pad-2025-00011-1/SIR_12280-2024_redacted_scanned.pdf,0,gemini-2.5-flash,2026-02-17 12:50:26.075486+01,12280/2024,2024-12-20,2024-05-23,"According to an NGO report, on 23/05/2024, a group of 25 migrants was in Greek territorial waters, six kilometers from the north-western shore of Samos, northwest of Karlovasi. A potentially matching incident was detected by HCG CPB 604 at the sea area North East of Samos island, inside TTW in position: 37°57'18""N, 027°00'00""E. The Turkish Coast Guard later rescued 18 irregular migrants (along with 7 children) off the coast of İzmir's Menderes district, stating they were in a lifeboat ""that was pushed back into Turkish territorial waters by Greek assets"".","Greek territorial waters, near Samos island, northwest of Karlovasi, at approximately 37.955 N, 27.000 E.","Greek territorial waters, six kilometers from the north-western shore of Samos, northwest of Karlovasi; sea area North East of Samos island, inside TTW in position: 3757'18""N, 02700'00""E; off the coast of İzmir's Menderes district.","Greece, Aegean Sea, Samos",sea,approximate,true,"37.955, 27.000, Samos, Greece",37.955,27.0,"The Office finds the exact location of HCG CPB 604's encounter with the migrant boat unclear. While the Fundamental Rights Office could not verify the timeline of events, it considers it likely that the migrant group was subject to collective expulsion, and by being abandoned adrift at sea in a life raft, the Office considers it likely that their lives were at risk. It remains unclear whether the migrant boat was still in this position when the videos showing the encounter between the migrant boat and the coast guard vessel were recorded.",0,0,0,0,0,3,"The Fundamental Rights Office established that videos from migrants and pictures from the Turkish Coast Guard relate to the same group of 25 migrants. The HCG CPB 604 vessel is identified as involved. The Office considers it likely that the migrant group was subject to collective expulsion and their lives were at risk by being abandoned adrift at sea in a life raft. Allegations of holding migrants at gunpoint, searching them, and taking belongings could not be verified, but the modus operandi is consistent with HCG practices. The Greek authorities' reporting of the incident is considered incorrect as it omitted key facts, and their response to the FRO's enquiry was deemed insufficient.",false,"According to an NGO report, on 23/05/2024, a group of 25 migrants was in Greek territorial waters, six kilometers from the north-western shore of Samos, northwest of Karlovasi, when a Hellenic Coast Guard vessel approached their boat.",high,"1,2,3,4,5,6"
351,pad-2022-00310,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,8,gemini-2.5-flash,2026-02-17 10:30:27.553232+01,12286/2021,2021-06-25,2021-06-24,,N Macedonian-Greek border area,,North Macedonia-Greece border,land,exact,true,"41.1955555555, 22.4738888888",41.1955555555,22.4738888888,"The location is given by coordinates, context implies N Macedonian-Greek border.",0,0,0,,,2,"A Facebook post in a private group by a user (Text Removed - Human Resources) mentioned migrants in distress near the N Macedonian-Greek border, asking if any officers were deployed. The post included coordinates and details about two migrants in poor condition (one unconscious). The publication was later removed. It was questioned as a potential breach of Frontex's Code of Conduct, Art. 9.",false,"Sensitive information on migrants, precise location, request for persons deployed in the area, potentially related to Frontex activity and disclosed on social media. It is questionned whether this is a potential breach to the CoC, in particular Art.9.",high,"28,29"
693,pad-2025-00371,pdfs/pad-2025-00371/11494_11619_11701_12288-2022.pdf,3,gemini-2.5-flash,2026-02-17 14:21:03.72934+01,12288/2022,2022-06-03,2022-05-27,"Islet in Evros river, Greek side of border","Islet in Evros River, Greek side, near Didymoteicho, Greece","Didymoteicho, Evros, Greece",Greece,land,approximate,true,"Islet in Evros River near Didymoteicho, Greece",,,,0,0,0,0,0,1,"94 migrants (including women, elderly people, a disabled person, and at least twenty children) were reported stranded on an islet in the Evros river, Greek side, near Didymoteicho. The European Court of Human Rights issued interim measures for 93 migrants.",false,"Human Rights360 alerts about 94 persons stranded on an islet in Evros river [redacted] among them are women, elderly people a disabled person, and at least twenty children.",high,"10,11"
350,pad-2022-00310,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,7,gemini-2.5-flash,2026-02-17 10:30:27.553232+01,12294/2021,2021-06-26,2021-06-26,"Text Removed - Operational Area Text Removed - Operational Area Text Removed - Operational Area, Bulgaria","Text Removed - Operational Area, Bulgaria","Text Removed - Operational Area Text Removed - Operational Area Text Removed - Operational Area, Bulgaria",Bulgaria,land,exact,true,"42.1358333333, 24.7488888888, Bulgaria",42.1358333333,24.7488888888,,0,0,0,,,2,"A package containing Night Vision Goggles (NVG) intended for Frontex Human Resources was delivered to the wrong address in Text Removed - Operational Area, Bulgaria, due to a zip code mix-up. Local police and Frontex personnel investigated, but the residents at the wrong address denied receiving it. The package was later reported as found and arrived.",false,"TNT delivered one package of NVG [Nigh Vision Googles], which was intended for Text Removed - Human Resources, to wrong address in Text Removed - Operational Area, Bulgaria.",high,"24,25"
704,pad-2025-00371,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,5,gemini-2.5-flash,2026-02-17 14:23:41.696047+01,12299/2021,2021-06-27,2021-06-16,Agathonisi - Samos,"Sea area near Agathonisi and Samos, Greece",Agathonisi - Samos,Greece,sea,approximate,true,"Agathonisi island, Greece",,,Latitude and Longitude are redacted.,0,0,0,,,3,"84 migrants allegedly pushed back to Turkey in two liferafts from Samos by HCG. Aegean Boat Report informed on the 18th of June 2021 that: 'On the evening of 16 June, the Turkish coast guard found and rescued 84 refugees from two life rafts drifting outside Turkey.' 'Where these people came from is so far unknown, but to journalists they say that the Greek coast guard put them in these rafts...'",false,84 migrants allegedly pushed back to Turkey in two liferafts from Samos by HCG,high,"17,18,19,20"
361,pad-2022-00328,pdfs/pad-2022-00328/Documents_1.pdf,5,gemini-2.5-flash,2026-02-17 10:31:54.643026+01,12318/2022,2022-09-16,2022-05-25,,Maltese SRR - Tunisian Territorial Waters,Maltese SRR - Tunisian Territorial Waters,"Maltese SRR, Tunisian Territorial Waters",sea,broad,true,"Maltese SRR, Tunisian Territorial Waters",,,The Fundamental Rights office acknowledges challenges related to the coordination of search and rescue in the location under scrutiny due to overlapping zones of state responsibilities,,,,,,3,"On 25/05/2022, Frontex Surveillance Aircraft team leaders (FSA TLs) diverted Heron 1 to an alleged shipwreck inside the Maltese SRR - Tunisian Territorial Waters based on information received from the Italian expert in EMT. Throughout the correspondence of the case, Maltese MRCC made clear that it had no duty to coordinate given the position inside the Tunisian Territorial Water with the Maltese Liaison Officer further insisting that a deployment of Heron 1 to the location would constitute a breach of the [redacted]. On-site, Heron 1 found the migrants in life rafts next to two NGO sailing boats but was soon asked to clear the area by Maltese Air Traffic Control (ATC) and the Maltese Armed Forces. Osprey 2 later returned to the location finding a Tunisian patrol vessel and the NGOs collaborating in rescuing the migrants eight (8) hours after Frontex had been alerted to the boat in distress and eleven (11) hours or more after Malta received a respective alert.",false,Maltese MRCC made clear that it had no duty to coordinate given the position inside the Tunisian Territorial Water with the Maltese Liaison Officer further insisting that a deployment of Heron 1 to the location would constitute a breach of the [redacted].,high,"18,19,20,21,22,23"
707,pad-2025-00371,pdfs/pad-2025-00371/12328_2022.pdf,0,gemini-2.5-flash,2026-02-17 14:24:50.056634+01,12328/2022,,2022-05-29,"Incident occurred at the barbed wire barrier from Belarus to Lithuania, within the Lithuania Operational area. On 29.05.2022, seven migrants were recorded crossing, and Lithuanian authorities confirmed ten irregular migrants crossed, applying preventive measures (redirection) on 29.05.2022 for five persons and on 30.05.2022 for another five persons.",Border between Belarus and Lithuania,barbed wire barrier from Belarus to Lithuania,Lithuania-Belarus border,land,broad,true,Lithuania Belarus border,,,,0,0,0,0,0,4,"On 29.05.2022, ten irregular migrants crossed the barbed wire barrier from Belarus into Lithuania. Lithuanian authorities applied 'preventive measures,' redirecting the migrants back to Belarus. The Fundamental Rights Office concluded that these measures, while in observation of national legislation, are incompatible with Lithuania's obligations under EU law and asylum policy, potentially amounting to serious breaches of fundamental rights and posing a risk to Frontex's reputation.",false,"On 29.05.2022 at [redacted], seven (7) migrants were recorded by [redacted] crossing the barbed wire barrier from Belarus to Lithuania. Lithuanian authorities confirmed that in fact ten (10) irregular migrants illegally crossed the border and were automatically redirected back to Belarus.",high,"1,2,3"
414,pad-2022-00420,pdfs/pad-2022-00420/sir3.pdf,0,gemini-2.5-flash,2026-02-17 10:52:09.242795+01,12332/2022,2022-08-19,2022-06-03,"A group of twelve migrants was transported by Albanian police officers to a place near the land border between Albania and Greece, specifically in the area of Border Control Unit (BCU) Kapshtice, close to Trestenik. They were then escorted on a footpath leading to the border with Greece, approximately 200m away, and coerced to cross it.","Near the land border between Albania and Greece, in the area of BCU Kapshtice, close to Trestenik.","a place near the border between Albania and Greece, area of BCU Kapshtice, On the way from Trestenik to the border, a location 200m from border with Greece, footpath leading to the border with Greece approx. 200m away","Albania, Greece",land,approximate,true,"Kapshtice border crossing, Albania-Greece border, near Trestenik",,,,0,0,0,0,0,2,"Albanian authorities transported a group of twelve migrants to the border and escorted them on foot until they crossed the border to Greece, while threatening the use of force. The veracity of this action was established and confirmed by the Albanian authorities, which have subsequently investigated and taken disciplinary measures against the four implicated police officers. The Fundamental Rights Office notes the consistency of these confirmed allegations with accounts in other Serious Incident Reports and urges the Albanian authorities to address this practice.",false,a group of twelve migrants has been transported to a place near the border between Albania and Greece by Albanian police officers. The group was then escorted on a footpath leading to the border with Greece and coerced to cross it.,high,"1,2,3"
736,pad-2025-00419,pdfs/pad-2025-00419/12350-2021_NF3_red_dp_BG_3F_mp.pdf,0,gemini-2.5-flash,2026-02-17 14:38:11.263013+01,12350/2021,2021-06-30,2021-06-30,_ampedusa,"Near Lampedusa, Sicily, Italy","Lampedusa (Lampedusa e Linosa), Sicilia, Italy",Italy,sea,approximate,true,"Lampedusa, Sicily, Italy",,,,7,,9,,,1,"A wooden boat carrying approximately 62-63 migrants from Tunisia (Sidi Mansur area) sank near Lampedusa. Italian authorities rescued 46 persons and recovered 7 bodies (sub-Saharan women). 9 people are considered missing. SAR operations were conducted but yielded negative results. While initial assessments indicated potential Fundamental Rights violations, the final conclusion stated that no link between authorities' actions and the deaths/disappearances could be identified, and potential violations could not be identified.",false,7 people drowned and 9 people missing in shipwreck near Lampedusa,high,"1,2"
349,pad-2022-00310,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,6,gemini-2.5-flash,2026-02-17 10:30:27.553232+01,12352/2021,2021-06-30,2021-06-26,Text Removed - Operational Area Text Removed - Operational Area Greece,"Inside Greek territorial waters, near the border line",Text Removed - Operational Area Text Removed - Operational Area Greece,Greece,sea,exact,true,"37.7036111111, 27.0350000000",37.7036111111,27.035,,0,0,0,,,2,"A Turkish Military Boat approached a Frontex deployed asset (PRT GNR CPB) at high speed inside Greek territorial waters, performing dangerous maneuvers and creating big waves, endangering the safety of the crew and asset. This was considered a clear violation of international navigation rules.",false,"a Turkish Military Boat approached to its position in fast speed, inside Greek territorial waters Text Removed - Operational Area next to the border line, being a danger to the safety of its navigation.",high,"21,22"
709,pad-2025-00371,pdfs/pad-2025-00371/12357_2022.pdf,0,gemini-2.5-flash,2026-02-17 14:25:38.640784+01,12357/2022,2022-09-29,2022-05-07,A group of migrants landed in Kos and was allegedly attacked and ill-treated by masked armed men. They were later transferred to Kos' reception and identification centre (RIC). Apprehended in a rocky area of the island of Kos.,"Kos island, Greece",Kos,Greece,land,exact,true,"Kos, Greece",,,,0,3,0,0,0,3,"On 07 May 2022, a group of migrants that had landed in Kos was allegedly attacked and ill-treated by masked armed men. The group was later transferred by the Greek Hellenic Coast Guard to Kos' reception and identification centre (RIC). The Fundamental Rights Office expresses serious concern at the numerous allegations of fundamental rights violations against migrants that follow similar patterns and lack of follow-up by the Greek authorities.",false,"On 07 May 2022, a group of migrants that had landed in Kos was allegedly the target of attacks and ill-treatment by a group of masked armed men.",high,"1,2"
635,pad-2025-00339,pdfs/pad-2025-00339/12358-2020_redacted.pdf,0,gemini-2.5-flash,2026-02-17 13:16:59.878854+01,12358/2020,2020-09-30,2020-09-29,"Evros, Greece","Evros region, Greece, near the Bulgarian border","Evros, Greece",Greece,land,broad,true,"Evros, Greece",,,"Specific village name is redacted, but the region is clear.",0,15,0,0,0,3,"15 migrants (7 IRN, 8 SYR) apprehended in Evros, Greece, alleged collective push-back from Bulgaria, threats, robbery, and being left with only underwear and shaved heads. Bulgarian authorities denied any involvement or observation of fundamental rights violations after internal investigations.",false,Alleged violation of fundamental rights for 15 Illegal migrants on entry in Greece from Bulgaria,medium,"1,2"
537,pad-2024-00377,pdfs/pad-2024-00377/SIR_12381-2024.pdf,0,gemini-2.5-flash,2026-02-17 11:21:03.244353+01,12381/2024,2024-06-12,2024-06-03,"JO Bulgaria Land 2024, Operational Area x4","Bulgaria, within the operational area of JO Bulgaria Land 2024",JO Bulgaria Land 2024,Bulgaria,land,broad,true,Bulgaria,,,Specific location within the operational area is redacted.,,,,,,5,"Misconduct of an Interpreter, including repeatedly arriving late to work, misbehaviour with local authorities and Team Members, possible breach of confidentiality rules, being outside the operational area during working hours, damaging Frontex's reputation, and creating a toxic work environment. The interpreter's actions impeded operational activities and Frontex core tasks.",false,"Misconduct of an Interpreter, arriving late to work, misbehaviour with local authorities and Team Members",high,"1,2"
