record_uid,sir_id,source_file,violation_index,violation_name,legal_basis,assessment
707,12328/2022,pdfs/pad-2025-00371/12328_2022.pdf,2,Right to asylum,art. 18 of the EU Charter of Fundamental Rights,possible
707,12328/2022,pdfs/pad-2025-00371/12328_2022.pdf,3,Non-refoulement,art. 19 (2) of the EU Charter of Fundamental Rights,possible
414,12332/2022,pdfs/pad-2022-00420/sir3.pdf,0,collective expulsion,Article 4 of Protocol no. 4 of the European Convention on Human Rights,not_stated
414,12332/2022,pdfs/pad-2022-00420/sir3.pdf,1,prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,not_stated
736,12350/2021,pdfs/pad-2025-00419/12350-2021_NF3_red_dp_BG_3F_mp.pdf,0,Potential violation of Fundamental Rights or international protection obligations,,unclear
349,12352/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,0,Serious actual or potential negative implications on Frontex core tasks,,not_stated
349,12352/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,1,Harassment of Frontex asset by Turkish Military vessel,international navigation rules,likely
709,12357/2022,pdfs/pad-2025-00371/12357_2022.pdf,0,Human Dignity,Article 1 of the EU Charter of Fundamental Rights,not_stated
709,12357/2022,pdfs/pad-2025-00371/12357_2022.pdf,1,Prohibition of inhuman and degrading treatment,art. 4 of the EU Charter of Fundamental Rights,not_stated
709,12357/2022,pdfs/pad-2025-00371/12357_2022.pdf,2,Respect for private and family life,art. 7 of the EU Charter of Fundamental Rights,not_stated
635,12358/2020,pdfs/pad-2025-00339/12358-2020_redacted.pdf,0,Violation of Fundamental Rights,,unclear
635,12358/2020,pdfs/pad-2025-00339/12358-2020_redacted.pdf,1,Collective push-back,,unclear
635,12358/2020,pdfs/pad-2025-00339/12358-2020_redacted.pdf,2,Threats and robbery,,unclear
537,12381/2024,pdfs/pad-2024-00377/SIR_12381-2024.pdf,0,Violations of Codes of Conduct provisions,"art. 10, letter a), of Frontex Code of Conduct, sanctioned by art. 21 point 1.",likely
537,12381/2024,pdfs/pad-2024-00377/SIR_12381-2024.pdf,1,Serious actual or potential negative implications on Frontex core tasks,,likely
537,12381/2024,pdfs/pad-2024-00377/SIR_12381-2024.pdf,2,Breach of confidentiality rules,,possible
537,12381/2024,pdfs/pad-2024-00377/SIR_12381-2024.pdf,3,Damaging the reputation of Frontex,,likely
537,12381/2024,pdfs/pad-2024-00377/SIR_12381-2024.pdf,4,Creating a toxic work environment,,likely
649,12393/2021,pdfs/pad-2025-00367/12393_2021.pdf,0,Right to life and human dignity,Articles 1 and 2 of the EU Charter of Fundamental Rights,possible
649,12393/2021,pdfs/pad-2025-00367/12393_2021.pdf,1,Right to integrity of the person,Article 3 of EU Charter,possible
649,12393/2021,pdfs/pad-2025-00367/12393_2021.pdf,2,Prohibition of inhuman or degrading treatment,Article 4 of the EU Charter,possible
649,12393/2021,pdfs/pad-2025-00367/12393_2021.pdf,3,Obligation to conduct rescue operations,international human rights standards and maritime law obligations (SAR and SOLAS Conventions),possible
81,124/2015,pdfs/pad-2020-00089-documents/PAD-2020-00089-Documents.pdf,0,"Use of firearms, injury of HCG officer and fatal injury of one minor migrant",,not_stated
348,12403/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,0,Potential violations of Fundamental Rights or international protection obligations,Fundamental Rights or international protection obligations,not_stated
348,12403/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,1,Serious actual or potential negative implications on Frontex core tasks,,not_stated
348,12403/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,2,Shipwreck off Tunisia with alleged drownings,,not_stated
544,12434/2024,pdfs/pad-2024-00429/Redacted_SIR_12434_2024.pdf,0,Situations of potential violations of Codes of Conduct provisions,"Article 6, point c",likely
588,12460/2023,pdfs/pad-2025-00146/12460_2023__SIR_redacted.pdf,0,Human dignity,Article 1 of the Charter of Fundamental Rights of the European Union,likely
588,12460/2023,pdfs/pad-2025-00146/12460_2023__SIR_redacted.pdf,1,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,likely
588,12460/2023,pdfs/pad-2025-00146/12460_2023__SIR_redacted.pdf,2,Prohibition of inhuman or degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,likely
506,12472/2023,pdfs/pad-2023-00450/Albnia_SIR_2023.pdf,0,Violation of Code of Conduct,article 6.c,not_stated
519,12480/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,0,Collective expulsion,Art. 4 of Protocol no. 4 of the European Convention on Human Rights,unclear
519,12480/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,1,Prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,unclear
611,12514/2024,pdfs/pad-2025-00330-1/SIR_12514_2024_redacted2.pdf,0,Right to asylum,Article 18 of the Charter of Fundamental Rights of the European Union,likely
611,12514/2024,pdfs/pad-2025-00330-1/SIR_12514_2024_redacted2.pdf,1,Prohibition of collective expulsion,Article 19 of the Charter of Fundamental Rights of the European Union,likely
611,12514/2024,pdfs/pad-2025-00330-1/SIR_12514_2024_redacted2.pdf,2,Prohibition of inhuman or degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,likely
611,12514/2024,pdfs/pad-2025-00330-1/SIR_12514_2024_redacted2.pdf,3,Right to an effective remedy,Article 47 of the Charter of Fundamental Rights of the European Union,likely
557,12515/2024,pdfs/pad-2025-00011-1/SIR_12515-2024_FRO_Final_Report.redacted_printed_scanned.pdf,0,Prohibition of torture and inhuman or degrading treatment or punishment,Article 4 of the EU Charter of Fundamental Rights,unclear
699,12523/2021,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,0,Situations of potential violations of Fundamental Rights or international protection obligations,Articles 3 and 4 of the EU Charter,possible
699,12523/2021,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,1,Situations of potential violations of Codes of Conduct provisions,"Articles 3 (b), 4, 6 (a), 18(3) of the Code of Conduct; Articles 4 (1), 7 (1) (2) of the Code of Conduct for return operations",possible
701,12524/2021,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,0,Situations of potential violations of Fundamental Rights or international protection obligations,Fundamental Rights violations (Cat.1),possible
701,12524/2021,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,1,Degrading treatment of person in a vulnerable situation (a child),Article 4 of the EU Charter,possible
701,12524/2021,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,2,Situations of potential violations of Codes of Conduct provisions,"Code of Conduct, Article 10, 18 (Cat.2)",possible
710,12584/2022,pdfs/pad-2025-00371/12584.2022.pdf,0,human dignity,article 1 of the Charter of Fundamental Rights of the European Union,not_stated
710,12584/2022,pdfs/pad-2025-00371/12584.2022.pdf,1,right to life,article 2 of the Charter of Fundamental Rights of the European Union,not_stated
710,12584/2022,pdfs/pad-2025-00371/12584.2022.pdf,2,prohibition of inhuman and degrading treatment,article 4 of the Charter of Fundamental Rights of the European Union,not_stated
710,12584/2022,pdfs/pad-2025-00371/12584.2022.pdf,3,prohibition of collective expulsion,Article 19 of the Charter of Fundamental Rights of the European Union,not_stated
347,12587/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,0,Serious actual or potential negative implications on Frontex core tasks,,not_stated
347,12587/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,1,Car accident with injured Frontex Human Resources,,not_stated
565,12595/2023,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_1_SIR_Country_Profile_Greece_redacted.pdf,0,Delayed or ineffective SAR,,not_stated
711,12603/2022,pdfs/pad-2025-00371/12603.2022.pdf,0,Threat to right to life,Article 2 of the Charter of Fundamental Rights of the European Union,not_stated
711,12603/2022,pdfs/pad-2025-00371/12603.2022.pdf,1,possible violations of human dignity,Article 1 of the Charter of Fundamental Rights of the European Union,not_stated
711,12603/2022,pdfs/pad-2025-00371/12603.2022.pdf,2,prohibition of inhuman and degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,not_stated
711,12603/2022,pdfs/pad-2025-00371/12603.2022.pdf,3,Prohibition of collective expulsion,Article 19 of the Charter of Fundamental Rights of the European Union,not_stated
220,12604/2020,pdfs/pad-2020-00215/SIR_12604_releasable.pdf,0,Situations of alleged violations of Fundamental Rights or international protection obligations,,not_stated
662,12634/2022,pdfs/pad-2025-00371/10347_12634_12318_12048-2022.pdf,0,human dignity,Article 1 of the Charter of Fundamental Rights of the European Union,likely
662,12634/2022,pdfs/pad-2025-00371/10347_12634_12318_12048-2022.pdf,1,right to integrity of the person,Article 3 of the Charter of Fundamental Rights of the European Union,likely
662,12634/2022,pdfs/pad-2025-00371/10347_12634_12318_12048-2022.pdf,2,prohibition of inhuman and degrading treatment,"Article 4 of the Charter of Fundamental Rights of the European Union, Article 7 of the International Covenant on Civil and Political Rights",likely
662,12634/2022,pdfs/pad-2025-00371/10347_12634_12318_12048-2022.pdf,3,"the obligation to conduct rescue operations in accordance with international human rights standards and maritime law obligations, including disembarkation in a place of safety",SAR and SOLAS conventions,unclear
203,12703/2020,pdfs/pad-2020-00215/Canon_XVC07303_1583_001.pdf,0,Pushback,"Non-refoulement principle, right to asylum",likely
203,12703/2020,pdfs/pad-2020-00215/Canon_XVC07303_1583_001.pdf,1,Ill-treatment/Abuse,Prohibition of torture and inhuman or degrading treatment,likely
203,12703/2020,pdfs/pad-2020-00215/Canon_XVC07303_1583_001.pdf,2,Deprivation of liberty/Arbitrary detention,Right to liberty and security,likely
203,12703/2020,pdfs/pad-2020-00215/Canon_XVC07303_1583_001.pdf,3,Lack of provisions/shelter,"Right to human dignity, basic needs",likely
712,12711/2022,pdfs/pad-2025-00371/12711_2022.pdf,0,Inhuman and degrading treatment,art. 3 of the European Convention on Human Rights,likely
712,12711/2022,pdfs/pad-2025-00371/12711_2022.pdf,1,Right to asylum,art. 18 of the EU Charter of Fundamental Rights,likely
712,12711/2022,pdfs/pad-2025-00371/12711_2022.pdf,2,Non-refoulement,art. 19 (2) of the EU Charter of Fundamental Rights,likely
558,12773/2023,pdfs/pad-2025-00011-1/SIR_12773-2023_redacted_scanned.pdf,0,Collective expulsion,Art. 4 of Protocol no. 4 of the European Convention on Human Rights,unclear
8,12784/2023,pdfs/12784_2023_final-report_redacted-1/12784_2023_final-report_redacted-1.pdf,0,Prohibition of torture and inhuman or degrading treatment or punishment,Article 4 of the Charter of Fundamental Rights of the European Union,possible
8,12784/2023,pdfs/12784_2023_final-report_redacted-1/12784_2023_final-report_redacted-1.pdf,1,Right to liberty and security,Article 6 of the Charter of Fundamental Rights of the European Union,possible
8,12784/2023,pdfs/12784_2023_final-report_redacted-1/12784_2023_final-report_redacted-1.pdf,2,Principle of non-refoulment,Article 19 (2) of the Charter of Fundamental Rights of the European Union,possible
206,12790/2020,pdfs/pad-2020-00215/FW127902020.pdf,0,Violation of Fundamental Rights or International protection obligations,,possible
346,12791/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,0,Serious actual or potential negative implications on Frontex core tasks,,not_stated
346,12791/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,1,SAR operation with missing persons,,not_stated
346,12791/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,2,"Turkish Coast Guard's failure to monitor migrant flows and non-compliance with international SAR obligations, endangering migrants","EU Declaration on Turkey, international conventions on safety at sea and maritime search and rescue",likely
520,12816/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,0,Collective expulsion,Article 4 of Protocol no. 4 to the European Convention on Human Rights hereinafter ECHR,unclear
520,12816/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,1,Prohibition of inhuman or degrading treatment,Article 3 of the ECHR,unclear
520,12816/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,2,Right to asylum,art. 18 of the EU Charter of Fundamental Rights,unclear
520,12816/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,3,Right to an effective remedy,Article 13 of the ECHR taken in conjunction with Article 3 of the ECHR and Article 4 of Protocol No. 4 to the ECHR.,unclear
679,12819/2022,pdfs/pad-2025-00371/11009_11760_12819_13800_14128-2022.pdf,0,human dignity,art. 1 of the EU Charter of Fundamental Rights,possible
679,12819/2022,pdfs/pad-2025-00371/11009_11760_12819_13800_14128-2022.pdf,1,right to life,art. 2 of the EU Charter of Fundamental Rights,possible
679,12819/2022,pdfs/pad-2025-00371/11009_11760_12819_13800_14128-2022.pdf,2,prohibition of inhuman and degrading treatment,art. 4 of the EU Charter of Fundamental Rights,possible
679,12819/2022,pdfs/pad-2025-00371/11009_11760_12819_13800_14128-2022.pdf,3,prohibition of collective expulsion,art. 19 (1) of the EU Charter of Fundamental Rights,possible
721,12820/2022,pdfs/pad-2025-00371/13400_13372_12820-2022.pdf,0,Delayed rescue of migrants stranded on islets in Evros river,Fundamental Rights or international protection obligations,possible
345,12892/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,0,Serious actual or potential negative implications on Frontex core tasks,,not_stated
345,12892/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,1,Positive Covid test,,not_stated
344,12893/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,0,Potential violations of Fundamental Rights or international protection obligations,Fundamental Rights or international protection obligations,possible
344,12893/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,1,Alleged Violation of preventing 5 migrants from illegal border crossing,Fundamental Rights or international protection obligations,possible
343,12896/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,0,Potential violations of Fundamental Rights or international protection obligations,Fundamental Rights or international protection obligations,possible
343,12896/2021,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf,1,Alleged Violation of preventing 6 migrants from illegal border crossing,Fundamental Rights or international protection obligations,possible
559,12929/2024,pdfs/pad-2025-00011-1/SIR_12929-2024_redacted_scanned.pdf,0,Right to asylum,Article 18 of the EU Charter of Fundamental Rights,unclear
10,12939/2023,pdfs/12939-2023-fro-final-report_redacted-1/12939-2023-fro-final-report_redacted-1.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,likely
521,12941/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,0,Collective expulsion,Article 4 of Protocol no. 4 to the European Convention on Human Rights hereinafter ECHR,unclear
521,12941/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,1,Prohibition of inhuman or degrading treatment,Article 3 of the ECHR,unclear
521,12941/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,2,Right to asylum,art. 18 of the EU Charter of Fundamental Rights,unclear
521,12941/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,3,Right to an effective remedy,Article 13 of the ECHR taken in conjunction with Article 3 of the ECHR and Article 4 of Protocol No. 4 to the ECHR.,unclear
715,12970/2022,pdfs/pad-2025-00371/12970-2022.pdf,0,human dignity,Article 1 of the Charter of Fundamental Rights of the European Union,likely
715,12970/2022,pdfs/pad-2025-00371/12970-2022.pdf,1,prohibition of inhuman or degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,likely
715,12970/2022,pdfs/pad-2025-00371/12970-2022.pdf,2,right to asylum,Article 18 of the Charter of Fundamental Rights of the European Union,unclear
715,12970/2022,pdfs/pad-2025-00371/12970-2022.pdf,3,safeguards pending returns,Article 14 of the Return Directive (2008/115/EC),unclear
640,13019/2020,pdfs/pad-2025-00339/Redacted_13019-2020.pdf,0,Alleged violation of Fundamental Rights,,unclear
640,13019/2020,pdfs/pad-2025-00339/Redacted_13019-2020.pdf,1,Situations of alleged violations of Fundamental Rights or international protection obligations,,unclear
650,13045/2022,pdfs/pad-2025-00367/13045_2022.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,unclear
650,13045/2022,pdfs/pad-2025-00367/13045_2022.pdf,1,prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights and Article 4 of the Charter of Fundamental Rights of the European Union,likely
650,13045/2022,pdfs/pad-2025-00367/13045_2022.pdf,2,human dignity,Article 1 of the Charter of Fundamental Rights of the European Union,likely
650,13045/2022,pdfs/pad-2025-00367/13045_2022.pdf,3,"the prohibition of refoulment and the protection in the event of removal, expulsion or extradition",Article 19(2) of the Charter of Fundamental Rights of the European Union,possible
589,13079/2023,"pdfs/pad-2025-00146/13079_2023_SIR_cat._1,_3_-_redacted.pdf",0,Prohibition of torture and inhuman or degrading treatment or punishment,Article 4 of the Charter of Fundamental Rights of the European Union,possible
589,13079/2023,"pdfs/pad-2025-00146/13079_2023_SIR_cat._1,_3_-_redacted.pdf",1,Right to liberty and security,Article 6 of the Charter of Fundamental Rights of the European Union,possible
589,13079/2023,"pdfs/pad-2025-00146/13079_2023_SIR_cat._1,_3_-_redacted.pdf",2,Principle of non-refoulment,Article 19 (2) of the Charter of Fundamental Rights of the European Union,possible
637,13089/2020,pdfs/pad-2025-00339/13089-2020_-_redacted.pdf,0,Situations of alleged violations of Fundamental Rights or international protection obligations,,possible
716,13103/2020,pdfs/pad-2025-00371/13103-2020.pdf,0,right to integrity,,possible
716,13103/2020,pdfs/pad-2025-00371/13103-2020.pdf,1,human dignity,,possible
716,13103/2020,pdfs/pad-2025-00371/13103-2020.pdf,2,right to life,,possible
716,13103/2020,pdfs/pad-2025-00371/13103-2020.pdf,3,prohibition of torture and inhuman and degrading treatment,,possible
525,13127/2023,pdfs/pad-2024-00234/SIR_13127_2023_rps.pdf,0,Human dignity,Article 1 of the Charter of Fundamental Rights of the European Union,unclear
525,13127/2023,pdfs/pad-2024-00234/SIR_13127_2023_rps.pdf,1,Prohibition of inhuman and degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,unclear
702,13160/2021,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,0,Situations of potential violations of Fundamental Rights or international protection obligations,"EU or international law, Fundamental Rights and international protection obligations",possible
702,13160/2021,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,1,Prohibition of collective expulsion,Article 4 of Protocol No. 4 to the ECHR and Article 19 (1) of the EU Charter,possible
593,13165/2024,pdfs/pad-2025-00151-1/SIR_13165_2024.pdf,0,Right to asylum and principle of non-refoulement,Article 33 of the 1951 Convention relating to the Status of Refugees and its 1967 Protocol,unclear
593,13165/2024,pdfs/pad-2025-00151-1/SIR_13165_2024.pdf,1,Right to an effective remedy,Article 13 the European Convention on Human Rights,unclear
593,13165/2024,pdfs/pad-2025-00151-1/SIR_13165_2024.pdf,2,Prohibition of torture or inhuman or degrading treatment or punishment,Article 3 of the European Convention on Human Rights,unclear
424,13170/2021,pdfs/pad-2022-00425/pad-2022-00425-red.pdf,0,Violation of the Frontex Code of Conduct,,likely
522,13269/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,0,Collective expulsion,Article 4 of Protocol no. 4 to the European Convention on Human Rights hereinafter ECHR,unclear
522,13269/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,1,Prohibition of inhuman or degrading treatment,Article 3 of the ECHR,unclear
522,13269/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,2,Right to an effective remedy,Article 13 of the ECHR taken in conjunction with Article 3 of the ECHR and Article 4 of Protocol No. 4 to the ECHR.,unclear
522,13269/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf,3,Right to property,Article 17 of the Charter of Fundamental Rights,unclear
717,13279/2022,pdfs/pad-2025-00371/13279_2022.pdf,0,human dignity,article 1 of the Charter of Fundamental Rights of the European Union,possible
717,13279/2022,pdfs/pad-2025-00371/13279_2022.pdf,1,right to life,article 2 of the Charter of Fundamental Rights of the European Union,possible
717,13279/2022,pdfs/pad-2025-00371/13279_2022.pdf,2,prohibition of inhuman and degrading treatment,article 4 of the Charter of Fundamental Rights of the European Union,possible
717,13279/2022,pdfs/pad-2025-00371/13279_2022.pdf,3,prohibition of collective expulsion,Article 19 of the Charter of Fundamental Rights of the European Union,possible
718,13370/2022,pdfs/pad-2025-00371/13370_2022.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,not_stated
718,13370/2022,pdfs/pad-2025-00371/13370_2022.pdf,1,Inhuman and degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,not_stated
718,13370/2022,pdfs/pad-2025-00371/13370_2022.pdf,2,Prohibition of collective expulsion,Article 19(1) of the Charter of Fundamental Rights of the European Union,not_stated
720,13372/2022,pdfs/pad-2025-00371/13400_13372_12820-2022.pdf,0,Allegation of pushback from Greece to Turkey,Fundamental Rights or international protection obligations,unclear
719,13400/2022,pdfs/pad-2025-00371/13400_13372_12820-2022.pdf,0,Potential violations of Fundamental Rights or international protection obligations,EU or international law,possible
581,13471/2024,pdfs/pad-2025-00076_157/SIR_13471-2024_redacted.pdf,0,Prohibition of collective expulsion,Article 19 of the Charter of Fundamental Rights of the European Union,unclear
358,13489/2021,pdfs/pad-2022-00328/Documents_1.pdf,0,Human dignity,Article 1 of the Charter of Fundamental Rights of the European Union,possible
358,13489/2021,pdfs/pad-2022-00328/Documents_1.pdf,1,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,possible
358,13489/2021,pdfs/pad-2022-00328/Documents_1.pdf,2,Right to integrity of the person,Article 3 of the Charter of Fundamental Rights of the European Union,possible
358,13489/2021,pdfs/pad-2022-00328/Documents_1.pdf,3,Prohibition of inhuman and degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,possible
358,13489/2021,pdfs/pad-2022-00328/Documents_1.pdf,4,The obligation to conduct rescue operations in accordance with international human rights standards and maritime law obligations,,possible
738,13497/2021,pdfs/pad-2025-00419/13497-2021_redacted2.pdf,0,"Potential violation of EU or international law, in particular related to Fundamental Rights and international protection obligations",EU Charter,possible
738,13497/2021,pdfs/pad-2025-00419/13497-2021_redacted2.pdf,1,Potential violation of the Frontex Code of Conduct (CoC),Frontex Code of Conduct,possible
603,13516/2024,pdfs/pad-2025-00330-1/13516_2024_-_Redacted.pdf,0,Violation of Code of Conduct provisions,art. 10 section 1,possible
11,13546/2023,pdfs/13546_2023-final-sir-cat-1/13546_2023-final-sir-cat-1.pdf,0,Prohibition of inhuman or degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,possible
594,13630/2024,pdfs/pad-2025-00151-1/SIR_13630_2024.pdf,0,Right to property,[Article 1 of Protocol No. 1 of the European Convention on Human Rights (ECHR)],likely
546,13654/2024,pdfs/pad-2025-00011-1/13654-2024_Final_SIR_-_rps.pdf,0,"Prohibition of torture or cruel, inhuman or degrading treatment or punishment",Article 7 of the International Covenant on Civil and Political Rights,likely
546,13654/2024,pdfs/pad-2025-00011-1/13654-2024_Final_SIR_-_rps.pdf,1,Violation of the principle of non-refoulement,International human rights law,likely
590,13681/2024,pdfs/pad-2025-00146/13681_2024_SIR__redacted.pdf,0,Right to life,"Article 2 of the Charter of Fundamental Rights of the European Union, and Article 6 of the International Covenant on Civil and Political Rights",likely
456,13800/2022,pdfs/pad-2022-00465/Documents02.pdf,0,Human dignity,Article 1 of the EU Charter of Fundamental Rights,possible
456,13800/2022,pdfs/pad-2022-00465/Documents02.pdf,1,Prohibition of inhuman and degrading treatment,art. 4 of the EU Charter of Fundamental Rights,possible
456,13800/2022,pdfs/pad-2022-00465/Documents02.pdf,2,Prohibition of collective expulsion,art. 19 (1) of the EU Charter of Fundamental Rights,possible
421,13810/2021,pdfs/pad-2022-00425/BATCH_13_redactions_redacted_p.pdf,0,Violation of Fundamental Rights or international protection obligations,,possible
766,13822/2024,pdfs/pad-2025-00428/13822_2024_-_Final_Report_SIR_Cat_1_redacted.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,likely
429,13844/2021,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf,0,Situations with serious actual or potential negative implications on Frontex core tasks,,not_stated
429,13844/2021,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf,1,Situations of potential violations of Fundamental Rights or international protection obligations,,not_stated
700,13850/2021,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,0,Situations of potential violations of Fundamental Rights or international protection obligations,"EU or international law, Articles 3 and 4 of the EU Charter",possible
700,13850/2021,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf,1,Serious breaches of the Frontex Code of Conduct and fundamental rights violations,Frontex Code of Conduct,possible
490,13856/2022,pdfs/pad-2023-00266/PAD-2023-00266_point_2.pdf,0,Infringement of basic rights of the child,,likely
490,13856/2022,pdfs/pad-2023-00266/PAD-2023-00266_point_2.pdf,1,Lack of accountability/transparency,,likely
769,13894/2021,pdfs/pad-2025-00428/Final_SIR_Report_13894.2021_redacted-2.pdf,0,Prohibition of collective expulsion,Article 19(1) of EU Charter,unclear
484,13983/2021,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf,0,Denial of entry/Pushback,Decision of the Text Removed - Human Resources Text Removed - Reporting Tools,likely
483,13984/2021,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf,0,Denial of entry/Pushback,"Protocol of the Government's session of 2 August 2021 and decision of the Minister of Interior, paragraph 3",likely
482,13985/2021,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf,0,Denial of entry/Pushback,"Protocol of the Government's session of 2 August 2021 and decision of the Minister of Interior, paragraph 3",likely
480,13987/2021,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf,0,Denial of entry/Pushback,"Protocol of the Government's session of 2 August 2021 and decision of the Minister of Interior, paragraph 3",likely
523,14006/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_3.pdf,0,Human dignity,Article 1 of the Charter of Fundamental Rights of the European Union,not_stated
523,14006/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_3.pdf,1,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,not_stated
523,14006/2022,pdfs/pad-2023-00450/SIR_Albania_2022_part_3.pdf,2,Prohibition of inhuman or degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,not_stated
726,14036/2021,pdfs/pad-2025-00371/14036-2021.pdf,0,Degrading treatment,Article 4 of the EU Charter,possible
726,14036/2021,pdfs/pad-2025-00371/14036-2021.pdf,1,Right to life,,possible
726,14036/2021,pdfs/pad-2025-00371/14036-2021.pdf,2,Integrity,,possible
726,14036/2021,pdfs/pad-2025-00371/14036-2021.pdf,3,Asylum,,possible
726,14036/2021,pdfs/pad-2025-00371/14036-2021.pdf,4,Human dignity,,possible
726,14036/2021,pdfs/pad-2025-00371/14036-2021.pdf,5,Prohibition of torture and inhuman and degrading treatment,,possible
726,14036/2021,pdfs/pad-2025-00371/14036-2021.pdf,6,Collective expulsion,Article 19 of the EU Charter,possible
726,14036/2021,pdfs/pad-2025-00371/14036-2021.pdf,7,Lack of access to an effective remedy,Article 47 of the EU Charter,likely
727,14056/2022,pdfs/pad-2025-00371/14056_2022.pdf,0,Right to life,art. 2 of the Charter of Fundamental Rights of the European Union,possible
727,14056/2022,pdfs/pad-2025-00371/14056_2022.pdf,1,Human dignity,art. 1 of the Charter of Fundamental Rights of the European Union,possible
727,14056/2022,pdfs/pad-2025-00371/14056_2022.pdf,2,Prohibition of inhuman and degrading treatment,art. 4 of the Charter of Fundamental Rights of the European Union,possible
727,14056/2022,pdfs/pad-2025-00371/14056_2022.pdf,3,Prohibition of collective expulsion,art. 19(1) of the Charter of Fundamental Rights of the European Union,possible
